Date,Precipitation,Tmean,PET,SPEI-1,SPEI-1_lead30,SPEI-1_lead60,SPEI-1_lead90,SPEI-6,SPEI-6_lead30,SPEI-6_lead60,SPEI-6_lead90,SPEI-9,SPEI-9_lead30,SPEI-9_lead60,SPEI-9_lead90,SPEI-12,SPEI-12_lead30,SPEI-12_lead60,SPEI-12_lead90
2000-06,875.6999999999999,23.85916666666667,111.9586971971221,1.250911091010177,1.277689329205569,1.305134774403458,1.167646149188104,,,,,,,,,,,,
2000-07,1032.0,26.05161290322581,113.9761082224192,1.277689329205569,1.305134774403458,1.167646149188104,0.8742039650616417,,,,,,,,,,,,
2000-08,1192.4,25.87741935483871,113.2168399448592,1.305134774403458,1.167646149188104,0.8742039650616417,0.6036631081874771,,,,1.078407625132771,,,,,,,,
2000-09,572.7,24.68,106.6702089059915,1.167646149188104,0.8742039650616417,0.6036631081874771,0.6438758683260991,,,1.078407625132771,1.042370045278288,,,,,,,,
2000-10,136.0,22.60967741935484,93.56072799848597,0.8742039650616417,0.6036631081874771,0.6438758683260991,0.762420435750226,,1.078407625132771,1.042370045278288,0.9838358687948137,,,,,,,,
2000-11,18.4,18.83666666666667,69.91251406254536,0.6036631081874771,0.6438758683260991,0.762420435750226,0.7862056372623886,1.078407625132771,1.042370045278288,0.9838358687948137,0.8427087876409471,,,,1.085927404712193,,,,
2000-12,0.0,14.43387096774194,44.73249327877043,0.6438758683260991,0.762420435750226,0.7862056372623886,0.6345937166860481,1.042370045278288,0.9838358687948137,0.8427087876409471,0.5612306930274857,,,1.085927404712193,0.1942076686557558,,,,
2001-01,3.0,13.51774193548387,37.87925642130361,0.762420435750226,0.7862056372623886,0.6345937166860481,0.8520115417575863,0.9838358687948137,0.8427087876409471,0.5612306930274857,0.5366625283898346,,1.085927404712193,0.1942076686557558,-0.806566717882849,,,,
2001-02,25.0,16.63214285714286,50.66072016122536,0.7862056372623886,0.6345937166860481,0.8520115417575863,1.07813408279833,0.8427087876409471,0.5612306930274857,0.5366625283898346,0.7804074599303931,1.085927404712193,0.1942076686557558,-0.806566717882849,-1.59201750029175,,,,0.9518358802897755
2001-03,15.3,20.10161290322581,67.77955372011807,0.6345937166860481,0.8520115417575863,1.07813408279833,1.207103149419306,0.5612306930274857,0.5366625283898346,0.7804074599303931,0.9167323567089188,0.1942076686557558,-0.806566717882849,-1.59201750029175,-1.478432099402771,,,0.9518358802897755,0.677893370843617
2001-04,111.7,23.13333333333333,86.43108774924175,0.8520115417575863,1.07813408279833,1.207103149419306,1.240731421081751,0.5366625283898346,0.7804074599303931,0.9167323567089188,0.9906826535061194,-0.806566717882849,-1.59201750029175,-1.478432099402771,-0.8010918202956882,,0.9518358802897755,0.677893370843617,0.3720053645841315
2001-05,359.2,24.23225806451613,93.63369723870278,1.07813408279833,1.207103149419306,1.240731421081751,1.349896423992951,0.7804074599303931,0.9167323567089188,0.9906826535061194,1.06847976543427,-1.59201750029175,-1.478432099402771,-0.8010918202956882,0.8297194913923528,0.9518358802897755,0.677893370843617,0.3720053645841315,0.9004994661958665
2001-06,711.5,26.125,112.1340723613987,1.207103149419306,1.240731421081751,1.349896423992951,1.211119939756624,0.9167323567089188,0.9906826535061194,1.06847976543427,1.093030673943629,-1.478432099402771,-0.8010918202956882,0.8297194913923528,1.467468460287203,0.677893370843617,0.3720053645841315,0.9004994661958665,1.100980698279216
2001-07,856.4,26.58064516129032,117.0665448834152,1.240731421081751,1.349896423992951,1.211119939756624,0.849927939180304,0.9906826535061194,1.06847976543427,1.093030673943629,1.092992742785352,-0.8010918202956882,0.8297194913923528,1.467468460287203,1.500872443484074,0.3720053645841315,0.9004994661958665,1.100980698279216,1.082649949114041
2001-08,1521.9,26.29032258064516,114.095100658191,1.349896423992951,1.211119939756624,0.849927939180304,0.8523033693514199,1.06847976543427,1.093030673943629,1.092992742785352,1.084775880202929,0.8297194913923528,1.467468460287203,1.500872443484074,1.527508421059678,0.9004994661958665,1.100980698279216,1.082649949114041,1.18203830415155
2001-09,716.1,25.28666666666667,103.8160953350539,1.211119939756624,0.849927939180304,0.8523033693514199,0.729551631423407,1.093030673943629,1.092992742785352,1.084775880202929,1.060018198613893,1.467468460287203,1.500872443484074,1.527508421059678,1.546628467829062,1.100980698279216,1.082649949114041,1.18203830415155,1.207522593257875
2001-10,115.3,23.27096774193548,84.65221749037343,0.849927939180304,0.8523033693514199,0.729551631423407,0.8563483840428467,1.092992742785352,1.084775880202929,1.060018198613893,1.024421459566983,1.500872443484074,1.527508421059678,1.546628467829062,1.548688606172853,1.082649949114041,1.18203830415155,1.207522593257875,1.258485615117646
2001-11,77.1,19.33166666666667,53.52618326689154,0.8523033693514199,0.729551631423407,0.8563483840428467,0.8492950025156688,1.084775880202929,1.060018198613893,1.024421459566983,0.8983491185400649,1.527508421059678,1.546628467829062,1.548688606172853,1.336650708720604,1.18203830415155,1.207522593257875,1.258485615117646,1.293255041932052
2001-12,0.0,14.90483870967742,28.06858650595495,0.729551631423407,0.8563483840428467,0.8492950025156688,0.7942021936724115,1.060018198613893,1.024421459566983,0.8983491185400649,0.736697484835158,1.546628467829062,1.548688606172853,1.336650708720604,0.7377435582415885,1.207522593257875,1.258485615117646,1.293255041932052,1.345437636693556
2002-01,44.4,13.60645161290323,22.14086558136594,0.8563483840428467,0.8492950025156688,0.7942021936724115,0.9760824546234036,1.024421459566983,0.8983491185400649,0.736697484835158,0.778050241102675,1.548688606172853,1.336650708720604,0.7377435582415885,0.04996741551260572,1.258485615117646,1.293255041932052,1.345437636693556,1.452471993090809
2002-02,54.0,16.68928571428571,36.7561443795259,0.8492950025156688,0.7942021936724115,0.9760824546234036,1.115660439151669,0.8983491185400649,0.736697484835158,0.778050241102675,0.8616981666203714,1.336650708720604,0.7377435582415885,0.04996741551260572,-1.122722419478912,1.293255041932052,1.345437636693556,1.452471993090809,1.533192663518724
2002-03,61.9,20.41612903225806,60.57633424336951,0.7942021936724115,0.9760824546234036,1.115660439151669,1.203620707335755,0.736697484835158,0.778050241102675,0.8616981666203714,0.9484894033897227,0.7377435582415885,0.04996741551260572,-1.122722419478912,-1.149728104806296,1.345437636693556,1.452471993090809,1.533192663518724,1.519752256407749
2002-04,202.1,22.84833333333334,80.25685297051477,0.9760824546234036,1.115660439151669,1.203620707335755,1.381980740851292,0.778050241102675,0.8616981666203714,0.9484894033897227,1.05938278782166,0.04996741551260572,-1.122722419478912,-1.149728104806296,0.7002482608670535,1.452471993090809,1.533192663518724,1.519752256407749,2.329507448184346
2002-05,437.1,24.56935483870968,96.14948002531963,1.115660439151669,1.203620707335755,1.381980740851292,1.199924937743333,0.8616981666203714,0.9484894033897227,1.05938278782166,1.081552978736421,-1.122722419478912,-1.149728104806296,0.7002482608670535,1.254277355078848,1.533192663518724,1.519752256407749,2.329507448184346,1.657319783270393
2002-06,703.4,26.48,115.9506080559268,1.203620707335755,1.381980740851292,1.199924937743333,1.059675090518245,0.9484894033897227,1.05938278782166,1.081552978736421,1.089824773384779,-1.149728104806296,0.7002482608670535,1.254277355078848,1.485682617370724,1.519752256407749,2.329507448184346,1.657319783270393,1.233062138757233
2002-07,1815.1,26.30967741935484,114.2065965198314,1.381980740851292,1.199924937743333,1.059675090518245,0.8278703646295502,1.05938278782166,1.081552978736421,1.089824773384779,1.086068191062001,0.7002482608670535,1.254277355078848,1.485682617370724,1.472694249985289,2.329507448184346,1.657319783270393,1.233062138757233,1.21922207448329
2002-08,693.3,26.35806451612903,114.8468223698372,1.199924937743333,1.059675090518245,0.8278703646295502,0.7335278422765243,1.081552978736421,1.089824773384779,1.086068191062001,1.072568648137635,1.254277355078848,1.485682617370724,1.472694249985289,1.431044503546348,1.657319783270393,1.233062138757233,1.21922207448329,1.158292234248092
2002-09,335.4,25.18333333333333,102.636909131691,1.059675090518245,0.8278703646295502,0.7335278422765243,0.7260986907008762,1.089824773384779,1.086068191062001,1.072568648137635,1.045599869556354,1.485682617370724,1.472694249985289,1.431044503546348,1.410148272880174,1.233062138757233,1.21922207448329,1.158292234248092,1.157017976361352
2002-10,95.8,22.44193548387097,77.30289754275375,0.8278703646295502,0.7335278422765243,0.7260986907008762,0.8438913058387532,1.086068191062001,1.072568648137635,1.045599869556354,0.9124047371757805,1.472694249985289,1.431044503546348,1.410148272880174,1.319692354757574,1.21922207448329,1.158292234248092,1.157017976361352,1.14843400573996
2002-11,23.5,18.50833333333333,48.2573446425281,0.7335278422765243,0.7260986907008762,0.8438913058387532,0.9074417661634514,1.072568648137635,1.045599869556354,0.9124047371757805,0.8123286237516304,1.431044503546348,1.410148272880174,1.319692354757574,1.054653513817378,1.158292234248092,1.157017976361352,1.14843400573996,1.194559830431224
2002-12,0.0,15.02338709677419,28.88673474173102,0.7260986907008762,0.8438913058387532,0.9074417661634514,0.8883271873824977,1.045599869556354,0.9124047371757805,0.8123286237516304,0.7454195530772126,1.410148272880174,1.319692354757574,1.054653513817378,0.48436157419072,1.157017976361352,1.14843400573996,1.194559830431224,1.254960144451281
2003-01,36.6,13.33387096774194,21.35857390183035,0.8438913058387532,0.9074417661634514,0.8883271873824977,0.9695956991291567,0.9124047371757805,0.8123286237516304,0.7454195530772126,0.7861587548597173,1.319692354757574,1.054653513817378,0.48436157419072,-1.253770373259288,1.14843400573996,1.194559830431224,1.254960144451281,1.246866091183848
2003-02,84.6,15.78035714285714,32.5581180102905,0.9074417661634514,0.8883271873824977,0.9695956991291567,1.002627768011369,0.8123286237516304,0.7454195530772126,0.7861587548597173,0.8361934342347856,1.054653513817378,0.48436157419072,-1.253770373259288,-1.633063213654359,1.194559830431224,1.254960144451281,1.246866091183848,1.004527890763967
2003-03,100.1,19.25,53.28366233059383,0.8883271873824977,0.9695956991291567,1.002627768011369,1.226854793313705,0.7454195530772126,0.7861587548597173,0.8361934342347856,0.9458651847655718,0.48436157419072,-1.253770373259288,-1.633063213654359,-1.231829574842483,1.254960144451281,1.246866091183848,1.004527890763967,1.124768621071097
2003-04,202.6,23.52,86.63059703500215,0.9695956991291567,1.002627768011369,1.226854793313705,1.319432246380699,0.7861587548597173,0.8361934342347856,0.9458651847655718,1.032485277887644,-1.253770373259288,-1.633063213654359,-1.231829574842483,0.02131845852577239,1.246866091183848,1.004527890763967,1.124768621071097,0.306272550126694
2003-05,246.0,23.91451612903226,90.38863982917391,1.002627768011369,1.226854793313705,1.319432246380699,1.163351079683999,0.8361934342347856,0.9458651847655718,1.032485277887644,1.052415245824697,-1.633063213654359,-1.231829574842483,0.02131845852577239,0.5623804887451218,1.004527890763967,1.124768621071097,0.306272550126694,0.0919542954646698
2003-06,785.4,25.95833333333333,110.4133712693185,1.226854793313705,1.319432246380699,1.163351079683999,1.264797548028461,0.9458651847655718,1.032485277887644,1.052415245824697,1.085228652071593,-1.231829574842483,0.02131845852577239,0.5623804887451218,1.439465465217909,1.124768621071097,0.306272550126694,0.0919542954646698,1.08933776049738
2003-07,1291.8,26.38145161290323,114.928042294661,1.319432246380699,1.163351079683999,1.264797548028461,0.2963910664586947,1.032485277887644,1.052415245824697,1.085228652071593,1.078232544654234,0.02131845852577239,0.5623804887451218,1.439465465217909,1.351287348125322,0.306272550126694,0.0919542954646698,1.08933776049738,0.9678695376039687
2003-08,586.0,26.96935483870968,121.3868597315958,1.163351079683999,1.264797548028461,0.2963910664586947,0.6933522170363073,1.052415245824697,1.085228652071593,1.078232544654234,1.071083170933582,0.5623804887451218,1.439465465217909,1.351287348125322,1.264108095789502,0.0919542954646698,1.08933776049738,0.9678695376039687,0.952715280811753
2003-09,953.0,25.57666666666666,106.8018379712623,1.264797548028461,0.2963910664586947,0.6933522170363073,0.8405090012257799,1.085228652071593,1.078232544654234,1.071083170933582,1.041472497892779,1.439465465217909,1.351287348125322,1.264108095789502,1.237932940110013,1.08933776049738,0.9678695376039687,0.952715280811753,1.014229072726405
2003-10,17.2,23.31935483870968,85.2063319688906,0.2963910664586947,0.6933522170363073,0.8405090012257799,0.8298013644320079,1.078232544654234,1.071083170933582,1.041472497892779,0.9622207170118382,1.351287348125322,1.264108095789502,1.237932940110013,1.142552952714028,0.9678695376039687,0.952715280811753,1.014229072726405,1.004526468561955
2003-11,16.9,19.02333333333333,51.63544368483541,0.6933522170363073,0.8405090012257799,0.8298013644320079,0.7347898461482747,1.071083170933582,1.041472497892779,0.9622207170118382,0.9072764165931798,1.264108095789502,1.237932940110013,1.142552952714028,0.9716936086912465,0.952715280811753,1.014229072726405,1.004526468561955,0.8878586714842271
2003-12,42.1,14.73709677419355,27.64320443714945,0.8405090012257799,0.8298013644320079,0.7347898461482747,0.5648575702396964,1.041472497892779,0.9622207170118382,0.9072764165931798,0.4834910200946825,1.237932940110013,1.142552952714028,0.9716936086912465,0.1731854988795319,1.014229072726405,1.004526468561955,0.8878586714842271,0.7326732284938305
2004-01,31.2,13.66774193548387,22.66834536627128,0.8298013644320079,0.7347898461482747,0.5648575702396964,1.032510525765876,0.9622207170118382,0.9072764165931798,0.4834910200946825,0.7525234254453282,1.142552952714028,0.9716936086912465,0.1731854988795319,-0.9274689178382894,1.004526468561955,0.8878586714842271,0.7326732284938305,0.8459298226517111
2004-02,10.9,16.85344827586207,37.73327997418349,0.7347898461482747,0.5648575702396964,1.032510525765876,1.080678207944225,0.9072764165931798,0.4834910200946825,0.7525234254453282,0.846029687919142,0.9716936086912465,0.1731854988795319,-0.9274689178382894,-1.119071118689714,0.8878586714842271,0.7326732284938305,0.8459298226517111,1.011220829953914
2004-03,28.4,22.56209677419355,77.13541449522118,0.5648575702396964,1.032510525765876,1.080678207944225,1.223312652379543,0.4834910200946825,0.7525234254453282,0.846029687919142,0.9440845451670631,0.1731854988795319,-0.9274689178382894,-1.119071118689714,-1.300007309797625,0.7326732284938305,0.8459298226517111,1.011220829953914,0.9912685453049893
2004-04,268.7,22.77166666666666,79.17343407734955,1.032510525765876,1.080678207944225,1.223312652379543,1.233354341218129,0.7525234254453282,0.846029687919142,0.9440845451670631,1.002855208580373,-0.9274689178382894,-1.119071118689714,-1.300007309797625,-0.5000267567413688,0.8459298226517111,1.011220829953914,0.9912685453049893,0.2267486552007105
2004-05,372.5,24.96935483870968,99.84298647633602,1.080678207944225,1.223312652379543,1.233354341218129,1.223230754177925,0.846029687919142,0.9440845451670631,1.002855208580373,1.042817258788352,-1.119071118689714,-1.300007309797625,-0.5000267567413688,0.2898430480499579,1.011220829953914,0.9912685453049893,0.2267486552007105,0.5815824618119357
2004-06,772.0,26.02833333333333,111.042126684753,1.223312652379543,1.233354341218129,1.223230754177925,1.247627128885073,0.9440845451670631,1.002855208580373,1.042817258788352,1.078632472509971,-1.300007309797625,-0.5000267567413688,0.2898430480499579,1.08941977481272,0.9912685453049893,0.2267486552007105,0.5815824618119357,0.4413149513190729
2004-07,816.9,25.98225806451613,110.6577816201342,1.233354341218129,1.223230754177925,1.247627128885073,0.9750544428472318,1.002855208580373,1.042817258788352,1.078632472509971,1.075976520460601,-0.5000267567413688,0.2898430480499579,1.08941977481272,1.19146438062493,0.2267486552007105,0.5815824618119357,0.4413149513190729,0.7574321700757033
2004-08,788.7,27.00483870967742,122.144103804486,1.223230754177925,1.247627128885073,0.9750544428472318,0.7867205032225832,1.042817258788352,1.078632472509971,1.075976520460601,1.065073207342112,0.2898430480499579,1.08941977481272,1.19146438062493,1.208434922839461,0.5815824618119357,0.4413149513190729,0.7574321700757033,0.801224836991426
2004-09,867.0,25.28833333333333,103.5598908380576,1.247627128885073,0.9750544428472318,0.7867205032225832,0.7279465346107505,1.078632472509971,1.075976520460601,1.065073207342112,1.032258739716856,1.08941977481272,1.19146438062493,1.208434922839461,1.239122878510141,0.4413149513190729,0.7574321700757033,0.801224836991426,0.7346112793431553
2004-10,184.2,20.80454545454545,63.94409535683847,0.9750544428472318,0.7867205032225832,0.7279465346107505,0.8797294101431641,1.075976520460601,1.065073207342112,1.032258739716856,0.9898842208801174,1.19146438062493,1.208434922839461,1.239122878510141,1.097327243573428,0.7574321700757033,0.801224836991426,0.7346112793431553,0.7767437787183227
2004-11,33.0,17.3319696969697,41.1079890915549,0.7867205032225832,0.7279465346107505,0.8797294101431641,0.7517370235543761,1.065073207342112,1.032258739716856,0.9898842208801174,0.9244809754483883,1.208434922839461,1.239122878510141,1.097327243573428,0.809438789689592,0.801224836991426,0.7346112793431553,0.7767437787183227,0.7847438376428871
2004-12,0.0,14.92338709677419,28.4506645883883,0.7279465346107505,0.8797294101431641,0.7517370235543761,0.8419116686679871,1.032258739716856,0.9898842208801174,0.9244809754483883,0.7634041721870761,1.239122878510141,1.097327243573428,0.809438789689592,0.09791854967856739,0.7346112793431553,0.7767437787183227,0.7847438376428871,0.8980891650041036
2005-01,58.0,13.51774193548387,22.09920777484038,0.8797294101431641,0.7517370235543761,0.8419116686679871,0.8429250403804507,0.9898842208801174,0.9244809754483883,0.7634041721870761,0.7149517359475701,1.097327243573428,0.809438789689592,0.09791854967856739,-0.671223619089986,0.7767437787183227,0.7847438376428871,0.8980891650041036,0.6431017310892625
2005-02,11.4,16.23392857142857,34.83817670617201,0.7517370235543761,0.8419116686679871,0.8429250403804507,1.050114837428533,0.9244809754483883,0.7634041721870761,0.7149517359475701,0.8060568753879244,0.809438789689592,0.09791854967856739,-0.671223619089986,-1.132085485025807,0.7847438376428871,0.8980891650041036,0.6431017310892625,0.5597431295080807
2005-03,85.0,20.54838709677419,62.60439249000705,0.8419116686679871,0.8429250403804507,1.050114837428533,1.011578574485242,0.7634041721870761,0.7149517359475701,0.8060568753879244,0.8529574782495435,0.09791854967856739,-0.671223619089986,-1.132085485025807,-1.680325182327819,0.8980891650041036,0.6431017310892625,0.5597431295080807,-0.3714086581942209
2005-04,104.6,22.85,80.96808275235087,0.8429250403804507,1.050114837428533,1.011578574485242,1.151424627907543,0.7149517359475701,0.8060568753879244,0.8529574782495435,0.9167204966799267,-0.671223619089986,-1.132085485025807,-1.680325182327819,-1.416262402653608,0.6431017310892625,0.5597431295080807,-0.3714086581942209,-0.9462918994994555
2005-05,309.5,23.8741935483871,90.25870351403432,1.050114837428533,1.011578574485242,1.151424627907543,1.25620835045824,0.8060568753879244,0.8529574782495435,0.9167204966799267,0.9962598836376063,-1.132085485025807,-1.680325182327819,-1.416262402653608,-0.6030190666116044,0.5597431295080807,-0.3714086581942209,-0.9462918994994555,-0.6444658562106111
2005-06,282.2,26.39833333333333,114.9824887039142,1.011578574485242,1.151424627907543,1.25620835045824,1.037105507356335,0.8529574782495435,0.9167204966799267,0.9962598836376063,1.008277514417272,-1.680325182327819,-1.416262402653608,-0.6030190666116044,-0.3597907921766681,-0.3714086581942209,-0.9462918994994555,-0.6444658562106111,-1.809692923848593
2005-07,548.8,26.63709677419355,117.6370330573486,1.151424627907543,1.25620835045824,1.037105507356335,1.071787510227607,0.9167204966799267,0.9962598836376063,1.008277514417272,1.022509427964402,-1.416262402653608,-0.6030190666116044,-0.3597907921766681,-0.1233160261712931,-0.9462918994994555,-0.6444658562106111,-1.809692923848593,-1.548277226321919
2005-08,924.5,26.34677419354839,114.6681554187599,1.25620835045824,1.037105507356335,1.071787510227607,0.6764053362221649,0.9962598836376063,1.008277514417272,1.022509427964402,1.006790178493281,-0.6030190666116044,-0.3597907921766681,-0.1233160261712931,-0.1466031154133785,-0.6444658562106111,-1.809692923848593,-1.548277226321919,-1.614117717845764
2005-09,313.5,26.19333333333333,113.189056632799,1.037105507356335,1.071787510227607,0.6764053362221649,0.7418743735122496,1.008277514417272,1.022509427964402,1.006790178493281,0.9941920988613255,-0.3597907921766681,-0.1233160261712931,-0.1466031154133785,-0.1925589699715323,-1.809692923848593,-1.548277226321919,-1.614117717845764,-1.605786323671169
