Station,SPEI,Lead Time,Model,MAE,MSE,RMSE,RRMSE (%),R2
Surkhet_Airport,SPEI-6,Lead 60,Transformer,0.09904789689105938,0.013379230633675895,0.1156686242404391,12.0518539008571,-4.317031330876611
Biratnagar_Airport,SPEI-6,Lead 60,Random Forest,0.08365610099568653,0.0111981023303046,0.10582108641619872,12.856240045978264,0.22118706179034264
Biratnagar_Airport,SPEI-6,Lead 60,LSTM,0.10841385896407847,0.01574991430978943,0.12549866258167627,15.246875516412015,-0.09538533211669464
Biratnagar_Airport,SPEI-6,Lead 60,Transformer,0.07246572517650951,0.010287048123982004,0.10142508626558817,12.322168481487553,0.2845496550552915
Khumaltar,SPEI-6,Lead 60,Random Forest,0.0971197823914156,0.04288623899104806,0.2070899297190669,23.0210571961054,-0.18480309638065173
Khumaltar,SPEI-6,Lead 60,LSTM,0.07233198358039747,0.015108703863238409,0.12291746768965918,13.66406400312545,0.5825971327725954
Khumaltar,SPEI-6,Lead 60,Transformer,0.10915014758948201,0.02553872398332979,0.1598083977246809,17.76502734550455,0.2944506218095745
Dipayal,SPEI-6,Lead 60,Random Forest,0.0656305626129846,0.024045445175348457,0.1550659381532529,17.69809905199004,-1.0214284375905245
Dipayal,SPEI-6,Lead 60,LSTM,0.15440196755983085,0.09041394184661489,0.3006891116196509,34.31846957930933,-6.600828841828864
Dipayal,SPEI-6,Lead 60,Transformer,0.14479038762337004,0.06110991615739659,0.24720419931181709,28.21409045463315,-4.137327316608684
Okhaldhunga,SPEI-6,Lead 60,Random Forest,0.21681885666850328,0.5218164699243614,0.7223686523682775,90.29156215216474,-0.012014634254932544
Okhaldhunga,SPEI-6,Lead 60,LSTM,0.2460105012507558,0.45823262829915734,0.6769288207035932,84.61186748174313,0.1113003278737672
Okhaldhunga,SPEI-6,Lead 60,Transformer,0.30749444005138715,0.5141438024666074,0.717038215485484,89.62529089091466,0.002865792482353302
Kathmandu_Airport,SPEI-6,Lead 60,Random Forest,0.03308541286642092,0.0014051559163870738,0.03748540938001176,4.038238660494258,0.8603113466053081
Kathmandu_Airport,SPEI-6,Lead 60,LSTM,0.051018319029138184,0.0035863342771350827,0.059886010696447986,6.451416901054877,0.6434771401850434
Kathmandu_Airport,SPEI-6,Lead 60,Transformer,0.07641500185263049,0.008640301490573663,0.09295322205590112,10.013690690111643,0.14105469288725614
Nepalgunj_Airport,SPEI-6,Lead 90,Random Forest,0.044455403740562005,0.006139686846185991,0.07835615385013478,8.593226945594587,0.31020307051291884
Nepalgunj_Airport,SPEI-6,Lead 90,LSTM,0.05093702902489662,0.00860064113809914,0.09273964167549463,10.170647085293052,0.03371360831432524
Nepalgunj_Airport,SPEI-6,Lead 90,Transformer,0.08320040588617209,0.011336602998076088,0.10647348495318489,11.676821473920448,-0.27367309356253644
Parwanipur,SPEI-6,Lead 90,Random Forest,0.037746667223470046,0.001966247616789522,0.04434239074282669,4.721796032737282,0.5774931446190503
Parwanipur,SPEI-6,Lead 90,LSTM,0.05003168091669909,0.0032237726967058304,0.05677827662676836,6.0460303747899475,0.3072764320639747
Parwanipur,SPEI-6,Lead 90,Transformer,0.06555714594439097,0.00583982540007929,0.07641875031744035,8.137444689628131,-0.2548603973847394
Jumla,SPEI-6,Lead 90,Random Forest,0.09304055657181884,0.012336579841834693,0.11107015729634442,11.616029675873374,0.11759136844250151
Jumla,SPEI-6,Lead 90,LSTM,0.04923892296276354,0.003888176650891204,0.06235524557638438,6.52128709180726,0.721887210089464
Jumla,SPEI-6,Lead 90,Transformer,0.08986407016693101,0.010953357297430003,0.10465828824049246,10.945458362717938,0.2165302581669084
Dhankuta,SPEI-6,Lead 90,Random Forest,0.07027294020044082,0.008061286182286515,0.08978466562997556,9.493489752138695,0.6223489870908011
Dhankuta,SPEI-6,Lead 90,LSTM,0.07546044191879836,0.007364479642023963,0.08581654643496185,9.073915890067637,0.6549926235752792
Dhankuta,SPEI-6,Lead 90,Transformer,0.1371522258708209,0.028235580016940744,0.1680344608017675,17.767326084412634,-0.3227660143001998
Taplejung,SPEI-6,Lead 90,Random Forest,0.15877355824462688,0.45809609245529015,0.6768279637066499,83.77288557146201,0.09108133574176214
Taplejung,SPEI-6,Lead 90,LSTM,0.15583805197677703,0.47726597765362344,0.6908443946748236,85.50773834141351,0.05304593937969104
Taplejung,SPEI-6,Lead 90,Transformer,0.1819707617462292,0.48518282446334393,0.6965506618066943,86.21401894610436,0.03733794722271688
Pokhara_Airport,SPEI-6,Lead 90,Random Forest,0.04764657182587767,0.005822573043560736,0.07630578643563499,8.118894044947842,0.6910940558037256
Pokhara_Airport,SPEI-6,Lead 90,LSTM,0.04559271331855855,0.003227399775795458,0.05681020837662416,6.044575176094661,0.8287762184205666
Pokhara_Airport,SPEI-6,Lead 90,Transformer,0.08629654544445584,0.011436120515024791,0.10693979855519081,11.378336220805839,0.3932775803400247
Dhangadhi,SPEI-6,Lead 90,Random Forest,0.023267318709335363,0.0007192992944348492,0.026819755674406306,2.867478130633318,0.4948640685935698
Dhangadhi,SPEI-6,Lead 90,LSTM,0.0468950112610199,0.0030991568242383486,0.055670071171486285,5.95205689242622,-1.1764173565834466
Dhangadhi,SPEI-6,Lead 90,Transformer,0.0988390568026427,0.011787097839423161,0.10856840166191617,11.607768587558173,-7.277620584034972
Dadeldhura,SPEI-6,Lead 90,Random Forest,0.08548121095253292,0.01411208427657648,0.1187942939563028,13.398930016180346,0.3973419443790044
Dadeldhura,SPEI-6,Lead 90,LSTM,0.07582170939307734,0.009400131890510158,0.09695427731931251,10.935572183699865,0.5985663707296056
Dadeldhura,SPEI-6,Lead 90,Transformer,0.09198832079976642,0.012805519482638987,0.11316147525831831,12.763598629338748,0.4531389324656032
Surkhet_Airport,SPEI-6,Lead 90,Random Forest,0.030096839807912598,0.0017224210215289178,0.041502060449198394,4.3379697198599025,0.32653096593953224
Surkhet_Airport,SPEI-6,Lead 90,LSTM,0.056261382591734355,0.00579796275061112,0.07614435468641861,7.958927855456302,-1.2670115635877282
Surkhet_Airport,SPEI-6,Lead 90,Transformer,0.08366849217058174,0.009591143389117157,0.09793438307926974,10.236513169052497,-2.75015051086087
Biratnagar_Airport,SPEI-6,Lead 90,Random Forest,0.09230725242138607,0.01364244925985009,0.1168008958007176,14.342897624832373,0.011106423263672949
Biratnagar_Airport,SPEI-6,Lead 90,LSTM,0.08676626142279138,0.01059736517342853,0.1029435047656166,12.641239948312204,0.23183395072800295
Biratnagar_Airport,SPEI-6,Lead 90,Transformer,0.09830272932976403,0.016788325297122295,0.12956976999718064,15.91088778559883,-0.21692716126449096
Khumaltar,SPEI-6,Lead 90,Random Forest,0.06537625549971342,0.014920378564900059,0.12214900148957444,13.781205031472268,0.5869181322963484
Khumaltar,SPEI-6,Lead 90,LSTM,0.06895018312797355,0.014658164374129623,0.12107090639013826,13.659571211894761,0.5941777287731203
Khumaltar,SPEI-6,Lead 90,Transformer,0.11024278130826322,0.02749109368008403,0.16580438377824644,18.706532023186085,0.23888845894968536
Dipayal,SPEI-6,Lead 90,Random Forest,0.09994527441042877,0.07043457735986307,0.2653951343937245,30.382813853616884,-4.855335418686653
Dipayal,SPEI-6,Lead 90,LSTM,0.10428556244543682,0.032974565083680844,0.18158900044793694,20.78856800098322,-1.7412266260049862
Dipayal,SPEI-6,Lead 90,Transformer,0.14608056922177287,0.05191433879642482,0.2278471829898821,26.08427077484607,-3.3157193254576773
Okhaldhunga,SPEI-6,Lead 90,Random Forest,0.22370199037376304,0.4902445383971565,0.7001746484964708,88.01498544985034,0.04742258244085584
Okhaldhunga,SPEI-6,Lead 90,LSTM,0.2128670258257305,0.44692178592412585,0.6685220908273157,84.03612187819208,0.13160154302089466
Okhaldhunga,SPEI-6,Lead 90,Transformer,0.28659553182946146,0.5021169191907284,0.7086020880513466,89.07435109725655,0.024353764838939806
Kathmandu_Airport,SPEI-6,Lead 90,Random Forest,0.040065125462155106,0.0026928676527806757,0.05189284779987196,5.65072245642111,0.7597553777722613
Kathmandu_Airport,SPEI-6,Lead 90,LSTM,0.03371444044355739,0.002207873959283098,0.046988019316450205,5.116625261311429,0.8030241684077182
Kathmandu_Airport,SPEI-6,Lead 90,Transformer,0.08960357773991048,0.009345152363879275,0.09667032824956825,10.526637443682233,0.16627072370136553
Nepalgunj_Airport,SPEI-9,Lead 30,Random Forest,0.04379650749810136,0.0050757322116506964,0.07124417317683389,7.78821296271229,-1.0758138245060254
Nepalgunj_Airport,SPEI-9,Lead 30,LSTM,0.05091972747018789,0.005386310075764147,0.07339148503582787,8.022951065626238,-1.2028303409472243
Nepalgunj_Airport,SPEI-9,Lead 30,Transformer,0.05816505187015748,0.0046424735796581455,0.06813569974439351,7.4484033754680254,-0.8986247569243415
Parwanipur,SPEI-9,Lead 30,Random Forest,0.029947025466862457,0.0012899782373530875,0.03591626702976087,3.736742199079463,0.502072036121451
Parwanipur,SPEI-9,Lead 30,LSTM,0.05662999256624521,0.00579061605778096,0.07609609752005,7.917067176074231,-1.2351614777390196
Parwanipur,SPEI-9,Lead 30,Transformer,0.11238238286186929,0.020189339556709825,0.1420891957775461,14.783014433411598,-6.793028166236844
Jumla,SPEI-9,Lead 30,Random Forest,0.04109833187652375,0.0026370997217305416,0.0513526992643088,5.393784367819488,0.5472312196849043
Jumla,SPEI-9,Lead 30,LSTM,0.12092687667260404,0.024081449487264484,0.15518198828235344,16.299399925531276,-3.1345909002687415
Jumla,SPEI-9,Lead 30,Transformer,0.04885694342019818,0.004179727369321292,0.06465081104921494,6.790539523722164,0.28237447849892305
Dhankuta,SPEI-9,Lead 30,Random Forest,0.0714801142329536,0.027125622498465632,0.16469858074211094,17.865638246864243,-2.2106541945958544
Dhankuta,SPEI-9,Lead 30,LSTM,0.09752227466796166,0.01232630182392712,0.11102387952115131,12.043288165270598,-0.45897085521575565
Dhankuta,SPEI-9,Lead 30,Transformer,0.1667198156105001,0.05363443838622235,0.23159110169914204,25.12178809013694,-5.348301668994263
Taplejung,SPEI-9,Lead 30,Random Forest,0.3021511685771828,0.13721201346109244,0.37042139984225053,125.78728409800554,0.8587769453857006
Taplejung,SPEI-9,Lead 30,LSTM,0.2995049371265305,0.15008172298468903,0.38740382417406394,131.55415673281666,0.8455310229254459
Taplejung,SPEI-9,Lead 30,Transformer,0.4800339597889598,0.3428508599891708,0.5855346787246429,198.8352104207187,0.6471267748101399
Pokhara_Airport,SPEI-9,Lead 30,Random Forest,0.25422601027142727,0.13991104406061322,0.3740468474143489,3337.548496909295,0.8508408745135886
Pokhara_Airport,SPEI-9,Lead 30,LSTM,0.27963319660708186,0.1443591168777686,0.3799462026100124,3390.1873152875987,0.8460987853099704
Pokhara_Airport,SPEI-9,Lead 30,Transformer,0.4742485882359427,0.34052910010019893,0.5835487127054595,5206.893581450213,0.6369620202990163
Dhangadhi,SPEI-9,Lead 30,Random Forest,0.017427340337862016,0.0004565803367257612,0.021367740562019216,2.2639795938946636,0.09385574971124977
Dhangadhi,SPEI-9,Lead 30,LSTM,0.03391932377275747,0.0018947728568241568,0.04352898869516907,4.612033820922693,-2.760428103686941
Dhangadhi,SPEI-9,Lead 30,Transformer,0.05128839473335153,0.004041126805441013,0.0635698576798864,6.735427180816093,-7.020152259946219
Dadeldhura,SPEI-9,Lead 30,Random Forest,0.05397706664134176,0.02485137833290828,0.1576431994502404,17.076918871689934,-7.95421068723169
Dadeldhura,SPEI-9,Lead 30,LSTM,0.10179958961268025,0.01643265496246947,0.1281899175538758,13.886351138966432,-4.920856892258961
Dadeldhura,SPEI-9,Lead 30,Transformer,0.1399799935993517,0.028437551745720557,0.16863437296625072,18.26755303220011,-9.246346353475516
Surkhet_Airport,SPEI-9,Lead 30,Random Forest,0.02954447009329398,0.0013710111104359626,0.03702716719431778,4.184461527845458,-0.2205235487843158
Surkhet_Airport,SPEI-9,Lead 30,LSTM,0.058478550363661105,0.007910360620358589,0.08894020811960465,10.051184234589975,-6.042088385012197
Surkhet_Airport,SPEI-9,Lead 30,Transformer,0.06152009269336319,0.006144025639338732,0.0783838353191443,8.858202453799048,-4.469633265599852
Biratnagar_Airport,SPEI-9,Lead 30,Random Forest,0.33472516874818264,0.7773775023889685,0.8816901396686755,158.70024794447502,0.3347793247875007
Biratnagar_Airport,SPEI-9,Lead 30,LSTM,0.4033063911417886,1.150146496069178,1.0724488314456677,193.0359519753136,0.0157919075903451
Biratnagar_Airport,SPEI-9,Lead 30,Transformer,0.43956170297843095,1.2743976499219651,1.1288922224561408,203.19550774799714,-0.09053280107163286
Khumaltar,SPEI-9,Lead 30,Random Forest,0.16419246225300302,0.22942469615802263,0.47898298107346426,49.67615331441375,-23.508913636280987
Khumaltar,SPEI-9,Lead 30,LSTM,0.1283782370888637,0.03047941419925213,0.17458354504148474,18.106361378891005,-2.2560458520968374
Khumaltar,SPEI-9,Lead 30,Transformer,0.11038662353094494,0.026007599577245084,0.16126871853290423,16.725457695188684,-1.7783321612710705
Dipayal,SPEI-9,Lead 30,Random Forest,0.1790340910378355,0.24077091714575138,0.4906841317443956,66.82885949992084,0.4824487810457797
Dipayal,SPEI-9,Lead 30,LSTM,0.20805580655069136,0.37364577485993306,0.6112657154298228,83.2515012628484,0.19682647502319028
Dipayal,SPEI-9,Lead 30,Transformer,0.39143184465376385,0.5712882221396423,0.7558361079887903,102.94130541001907,-0.22801756643879045
Okhaldhunga,SPEI-9,Lead 30,Random Forest,0.10280115296980756,0.05733140107782553,0.23943976503042583,25.530505923132736,-6.505836076674596
Okhaldhunga,SPEI-9,Lead 30,LSTM,0.25234655011326074,0.17580589486881903,0.4192921354721777,44.7074459283534,-22.01653550045235
Okhaldhunga,SPEI-9,Lead 30,Transformer,0.3143704758792502,0.20284563928877103,0.45038387991664514,48.0226344710716,-25.55658310710041
Kathmandu_Airport,SPEI-9,Lead 30,Random Forest,0.023210615217303245,0.0008747582579715455,0.029576312447151785,3.3721448965391665,0.5979871274770385
Kathmandu_Airport,SPEI-9,Lead 30,LSTM,0.1254098992859753,0.022438558743831112,0.14979505580569444,17.078891557714,-9.31209408277022
Kathmandu_Airport,SPEI-9,Lead 30,Transformer,0.13183315464747578,0.03139693881926473,0.17719181363501174,20.202534414169847,-13.429099066099774
Nepalgunj_Airport,SPEI-9,Lead 60,Random Forest,0.040201116655199126,0.004886003211679099,0.06989995144260902,7.649428232378738,-1.088051732900142
Nepalgunj_Airport,SPEI-9,Lead 60,LSTM,0.05280599736442796,0.00600653706112936,0.07750185198515813,8.481334284239937,-1.5669160612176474
Nepalgunj_Airport,SPEI-9,Lead 60,Transformer,0.0558839343059512,0.005372497736384234,0.07329732421026182,8.021216175409505,-1.2959569862018268
Parwanipur,SPEI-9,Lead 60,Random Forest,0.04322340369228045,0.002762744377107559,0.052561814819387265,5.462566730339568,-0.026992469550527254
Parwanipur,SPEI-9,Lead 60,LSTM,0.06100175689049956,0.005292695103629217,0.07275091135944084,7.560749364525028,-0.9674487658336608
Parwanipur,SPEI-9,Lead 60,Transformer,0.07875421840241327,0.012815888427907002,0.11320728080784823,11.765239231143614,-3.764038618672328
Jumla,SPEI-9,Lead 60,Random Forest,0.038880697903873926,0.0025172979958789704,0.050172681768856746,5.229617506554012,0.49844821820607277
Jumla,SPEI-9,Lead 60,LSTM,0.05509259227323027,0.00503850972449427,0.07098246068215916,7.398670072129174,-0.003883343983574372
Jumla,SPEI-9,Lead 60,Transformer,0.14219055161008973,0.028782860867763414,0.1696551233171678,17.683555506629588,-4.734758132325434
Dhankuta,SPEI-9,Lead 60,Random Forest,0.08259507319373197,0.03952548635293941,0.19881017668353754,21.457512260075593,-4.022914868608145
Dhankuta,SPEI-9,Lead 60,LSTM,0.07904398510820358,0.010481854098467695,0.1023809264388035,11.04993728643687,-0.3320382785842477
Dhankuta,SPEI-9,Lead 60,Transformer,0.20318040228518094,0.05005312931215396,0.2237255669612974,24.14662154647094,-5.360772014224369
Taplejung,SPEI-9,Lead 60,Random Forest,0.3308755776887574,0.16728198393084454,0.40900120284767444,145.34892734531147,0.828164384657379
Taplejung,SPEI-9,Lead 60,LSTM,0.4029473371401132,0.2439990972577138,0.49396264763412406,175.54212672819335,0.7493589325336045
Taplejung,SPEI-9,Lead 60,Transformer,0.6424517948040082,0.7219968758041158,0.8497039930494124,301.9638159762501,0.25834943779397457
Pokhara_Airport,SPEI-9,Lead 60,Random Forest,0.34599132679462585,0.25271792264099235,0.5027105754218747,618.5690088101458,0.7183999766397338
Pokhara_Airport,SPEI-9,Lead 60,LSTM,0.3397105648912878,0.20646507761827734,0.4543842840793213,559.1050794703915,0.7699388706871424
Pokhara_Airport,SPEI-9,Lead 60,Transformer,0.45073849759533813,0.3229738937791168,0.5683079216227034,699.2844092887827,0.6401147370851216
Dhangadhi,SPEI-9,Lead 60,Random Forest,0.028812845383274003,0.001570957022492007,0.039635300206911604,4.202572633401582,-2.286229218816669
Dhangadhi,SPEI-9,Lead 60,LSTM,0.04595543113899232,0.0031504645840311836,0.05612899949251887,5.951416943382637,-5.590345006680828
Dhangadhi,SPEI-9,Lead 60,Transformer,0.05509474467546898,0.004541191895916651,0.06738836617634122,7.145259453666284,-8.499558092901738
Dadeldhura,SPEI-9,Lead 60,Random Forest,0.05341863550821204,0.0240493739527132,0.15507860572210855,16.858214926642457,-8.272377403915609
Dadeldhura,SPEI-9,Lead 60,LSTM,0.1255649176320506,0.025619860271581182,0.1600620513162979,17.399953076214278,-8.87788762987254
Dadeldhura,SPEI-9,Lead 60,Transformer,0.2282709356589439,0.07030556558442357,0.2651519669631428,28.82402009273033,-26.106723816441388
Surkhet_Airport,SPEI-9,Lead 60,Random Forest,0.03476368076172943,0.0016908062062619181,0.041119413982472056,4.649030093078055,-0.5317136703133003
Surkhet_Airport,SPEI-9,Lead 60,LSTM,0.04089402963793877,0.002642413814089457,0.05140441434438736,5.811869529706338,-1.393781940636285
Surkhet_Airport,SPEI-9,Lead 60,Transformer,0.06416767206467232,0.005948919522196738,0.07712923908737035,8.72036147514765,-4.389169570111507
Biratnagar_Airport,SPEI-9,Lead 60,Random Forest,0.2881865495727834,0.8680179074192613,0.931674786295766,168.20067198475505,0.2564705913837674
Biratnagar_Airport,SPEI-9,Lead 60,LSTM,0.4207034765854785,1.253119147102894,1.1194280446294411,202.09686052991347,-0.07340059508825014
Biratnagar_Airport,SPEI-9,Lead 60,Transformer,0.4121090605710748,1.2815852011417377,1.132071199678597,204.37940290044443,-0.0977841338888108
Khumaltar,SPEI-9,Lead 60,Random Forest,0.10043877150867651,0.04547025014921726,0.2132375439485675,22.16402807982552,-4.015702287135022
Khumaltar,SPEI-9,Lead 60,LSTM,0.06938596657359135,0.013534988915904475,0.11633997127343841,12.09244086366202,-0.493008607585544
Khumaltar,SPEI-9,Lead 60,Transformer,0.12974626325108804,0.026518328018102725,0.1628444902908991,16.926146252757984,-1.9251661922885681
Dipayal,SPEI-9,Lead 60,Random Forest,0.18811980756919824,0.3399247102472085,0.5830306254796642,78.39643835927615,0.26815753225068084
Dipayal,SPEI-9,Lead 60,LSTM,0.20769834280050758,0.4019493449352433,0.6339947515044926,85.24926184715515,0.1346213098373995
Dipayal,SPEI-9,Lead 60,Transformer,0.31680876032741434,0.4407917249465299,0.6639214749852048,89.27331895516825,0.05099542921211708
Okhaldhunga,SPEI-9,Lead 60,Random Forest,0.20239694870917474,0.3459861898197769,0.5882059076716052,62.711057934266236,-44.2391026545169
Okhaldhunga,SPEI-9,Lead 60,LSTM,0.38552096061321495,0.4943992623034997,0.7031353086735864,74.9641554135415,-63.644715996658476
Okhaldhunga,SPEI-9,Lead 60,Transformer,0.5040055756952425,0.5225068001364992,0.7228463184775165,77.06562746888042,-67.31989097995805
Kathmandu_Airport,SPEI-9,Lead 60,Random Forest,0.03272898319750627,0.0014331596362114594,0.037857094925673566,4.304418852457109,0.36625418095201634
Kathmandu_Airport,SPEI-9,Lead 60,LSTM,0.10405024916546037,0.01689629366066999,0.12998574406707064,14.779609698300394,-6.471572038662011
Kathmandu_Airport,SPEI-9,Lead 60,Transformer,0.1521694660463834,0.03481624636454248,0.18659112080842025,21.215741453108237,-14.395807983262078
Nepalgunj_Airport,SPEI-9,Lead 90,Random Forest,0.025931982956411796,0.0010428996104425916,0.03229395625256515,3.541833189820006,0.5041264630745459
Nepalgunj_Airport,SPEI-9,Lead 90,LSTM,0.05754519869145928,0.005103068536977134,0.0714357651108822,7.8347032438867386,-1.4263856456231259
Nepalgunj_Airport,SPEI-9,Lead 90,Transformer,0.08989613602392282,0.010905699592966007,0.10443035762155566,11.453378575113998,-4.185396346552979
Parwanipur,SPEI-9,Lead 90,Random Forest,0.03617386238277605,0.0018917904870987714,0.043494717921820934,4.51060029444513,0.32536593298845773
Parwanipur,SPEI-9,Lead 90,LSTM,0.061190589500871966,0.0048957928201546,0.06996994226204992,7.256201609050416,-0.745895565090851
Parwanipur,SPEI-9,Lead 90,Transformer,0.07210022464602868,0.008093174369959441,0.08996207184119005,9.329476477238812,-1.8861182977046274
Jumla,SPEI-9,Lead 90,Random Forest,0.12252655887335193,0.034540295918548486,0.18585019752087564,19.275187971544565,-5.832814473793704
Jumla,SPEI-9,Lead 90,LSTM,0.08321443915010751,0.011934679723540623,0.10924595975843053,11.330288789383797,-1.3609367026675883
Jumla,SPEI-9,Lead 90,Transformer,0.16795406297162252,0.045693472899533766,0.21376031647509733,22.1698461227169,-8.039153101701485
Dhankuta,SPEI-9,Lead 90,Random Forest,0.05719850894315609,0.005712442355124033,0.07558070094358767,8.123542407129692,0.2197962250599852
Dhankuta,SPEI-9,Lead 90,LSTM,0.10047446725184732,0.01856963141997324,0.1362704348711533,14.64657832877293,-1.5362350519147165
Dhankuta,SPEI-9,Lead 90,Transformer,0.08866615431997012,0.01608168897800636,0.12681359934173606,13.63014154661327,-1.196432570877008
Taplejung,SPEI-9,Lead 90,Random Forest,0.39040202922607864,0.22158039791609255,0.47072327105858336,178.22906546117807,0.7744330364226839
Taplejung,SPEI-9,Lead 90,LSTM,0.408663334075397,0.2739789776591129,0.5234300121879838,198.185319575983,0.7210917271753168
Taplejung,SPEI-9,Lead 90,Transformer,0.540525443201776,0.498496653663771,0.7060429545458059,267.3277139690998,0.49253463944509246
Pokhara_Airport,SPEI-9,Lead 90,Random Forest,0.3602796481642927,0.2327298012546733,0.48242077199750977,358.0595936969826,0.7344483146861823
Pokhara_Airport,SPEI-9,Lead 90,LSTM,0.38280007605317523,0.25487635703931244,0.5048528073006155,374.7089709888623,0.7091784301213266
Pokhara_Airport,SPEI-9,Lead 90,Transformer,0.4534341846763531,0.33367474610336334,0.5776458656507145,428.7370195508585,0.619267104183852
Dhangadhi,SPEI-9,Lead 90,Random Forest,0.030242142992507718,0.0013504275977605455,0.03674816454954649,3.900454112563159,-2.0431251339020036
Dhangadhi,SPEI-9,Lead 90,LSTM,0.02952862844518407,0.0013885371095961716,0.03726307971164181,3.9551072628969113,-2.129003128027753
Dhangadhi,SPEI-9,Lead 90,Transformer,0.11107807178547201,0.016041783370105315,0.12665616199026922,13.443298569384138,-35.14940500855701
Dadeldhura,SPEI-9,Lead 90,Random Forest,0.03163953797883888,0.0015376337762514716,0.0392126736687448,4.288398733767769,0.39143115512740945
Dadeldhura,SPEI-9,Lead 90,LSTM,0.16054248537798965,0.05598649305726755,0.23661465097763398,25.87678611805989,-21.158485287303154
Dadeldhura,SPEI-9,Lead 90,Transformer,0.17646903823288368,0.04815590969852593,0.21944454811757327,23.99901955754003,-18.05927587677278
Surkhet_Airport,SPEI-9,Lead 90,Random Forest,0.026306138378939088,0.001073530197624107,0.032764770678643654,3.7074034269516427,-0.003036806848147444
Surkhet_Airport,SPEI-9,Lead 90,LSTM,0.04433289602969053,0.003975539874169858,0.06305188239989237,7.134454477884653,-2.714485935942967
Surkhet_Airport,SPEI-9,Lead 90,Transformer,0.107954510532538,0.0215509119460967,0.14680228862690356,16.610990910871127,-19.135770703906477
Biratnagar_Airport,SPEI-9,Lead 90,Random Forest,0.34488454808398245,1.1872389402171777,1.0896049468578866,198.1411936804263,-0.019469940990350487
Biratnagar_Airport,SPEI-9,Lead 90,LSTM,0.36985916171198896,1.2522855188880218,1.1190556370833498,203.4967080187316,-0.0753247731331197
Biratnagar_Airport,SPEI-9,Lead 90,Transformer,0.36163763714652186,1.182501304135025,1.0874287581883353,197.74546069306962,-0.015401781318783003
Khumaltar,SPEI-9,Lead 90,Random Forest,0.056341210134159776,0.00509098359492141,0.07135112889731605,7.430887143663164,0.42204996697269526
Khumaltar,SPEI-9,Lead 90,LSTM,0.10440102281883656,0.016886625473290767,0.12994854933122865,13.533535060850715,-0.9170412883954273
Khumaltar,SPEI-9,Lead 90,Transformer,0.1263254433752979,0.023356210729507075,0.15282738867594078,15.916259423813827,-1.6514960244572707
Dipayal,SPEI-9,Lead 90,Random Forest,0.2124227889314506,0.5028338094000261,0.7091077558453482,94.51044769910568,-0.08354498500732377
Dipayal,SPEI-9,Lead 90,LSTM,0.2428933170294898,0.3369943425007692,0.580512138116654,77.37112112497557,0.27381865943294714
Dipayal,SPEI-9,Lead 90,Transformer,0.31257093923092233,0.3834631541221397,0.6192440182368657,82.53333702265029,0.17368408842694372
Okhaldhunga,SPEI-9,Lead 90,Random Forest,0.11051267989116446,0.0629357914151705,0.2508700687909391,26.763359025921346,-7.27308185248134
Okhaldhunga,SPEI-9,Lead 90,LSTM,0.4418103634956418,0.47116117086223686,0.6864118085101952,73.22788947811634,-60.9354240981967
Okhaldhunga,SPEI-9,Lead 90,Transformer,0.3973981709381925,0.28087024921216347,0.5299719324758279,56.53854671013754,-35.92116217829825
Kathmandu_Airport,SPEI-9,Lead 90,Random Forest,0.07791234760302387,0.020569262538722783,0.14341988195059563,16.29831272323996,-8.073105630466895
Kathmandu_Airport,SPEI-9,Lead 90,LSTM,0.04949812488854676,0.00405413191998493,0.063672065460333,7.235727853719679,-0.7882783634378587
Kathmandu_Airport,SPEI-9,Lead 90,Transformer,0.19665389947803283,0.05939880120903828,0.24371869277722275,27.69632367115419,-25.200822546658653
Nepalgunj_Airport,SPEI-12,Lead 30,Random Forest,0.033472450137626335,0.0022161487674492377,0.04707598928805679,5.3432939616881026,0.06432521956776094
Nepalgunj_Airport,SPEI-12,Lead 30,LSTM,0.042665918099963035,0.002978674631655106,0.054577235470982824,6.194712360760032,-0.2576189707520671
Nepalgunj_Airport,SPEI-12,Lead 30,Transformer,0.09041898146564446,0.013070358534231781,0.11432566874605099,12.976374256073425,-4.518404283735926
Parwanipur,SPEI-12,Lead 30,Random Forest,0.033554885764294363,0.0014107704784137207,0.03756022468534661,3.5826357352121008,-0.3488638637982211
Parwanipur,SPEI-12,Lead 30,LSTM,0.043766924330210746,0.002513184730942868,0.05013167392919239,4.781747925879536,-1.4029026113659286
Parwanipur,SPEI-12,Lead 30,Transformer,0.11223887938953618,0.016229898130780997,0.12739661742283817,12.15156932493714,-14.517707122956102
Jumla,SPEI-12,Lead 30,Random Forest,0.02450540154430038,0.0010330760521832492,0.03214150046564798,3.3735003630398745,0.4194050311584111
Jumla,SPEI-12,Lead 30,LSTM,0.0650170564212311,0.006561747110626036,0.08100461166270742,8.50206377714415,-2.687741431222852
Jumla,SPEI-12,Lead 30,Transformer,0.0969307188546395,0.011604510570779426,0.10772423390667221,11.306495867570092,-5.52180489425231
Dhankuta,SPEI-12,Lead 30,Random Forest,0.18912848473636606,0.5001114855730084,0.7071856089973894,86.80382332405817,0.06866208106657679
Dhankuta,SPEI-12,Lead 30,LSTM,0.24892679251516553,0.5128516528591345,0.7161366160580915,87.90251880878553,0.044936569396855086
Dhankuta,SPEI-12,Lead 30,Transformer,0.2674373727433424,0.5721919687896464,0.7564337173802119,92.84880507243872,-0.06557056339625267
